Date,median_transaction_fee90momUSD
2014/04/22,-0.036
2014/04/23,-0.035
2014/04/24,-0.032
2014/04/25,-0.036
2014/04/26,-0.04
2014/04/27,-0.041
2014/04/28,-0.036
2014/04/29,-0.038
2014/04/30,-0.037
2014/05/01,-0.037
2014/05/02,-0.039
2014/05/03,-0.04
2014/05/04,-0.038
2014/05/05,-0.039
2014/05/06,-0.04
2014/05/07,-0.037
2014/05/08,-0.029
2014/05/09,-0.025
2014/05/10,-0.023
2014/05/11,-0.022
2014/05/12,-0.022
2014/05/13,-0.02
2014/05/14,-0.013
2014/05/15,-0.01
2014/05/16,-0.014
2014/05/17,-0.019
2014/05/18,-0.018
2014/05/19,-0.018
2014/05/20,-0.016
2014/05/21,-0.011
2014/05/22,-0.006
2014/05/23,-0.005
2014/05/24,-0.01
2014/05/25,-0.001
2014/05/26,0.008
2014/05/27,0
2014/05/28,-0.001
2014/05/29,0
2014/05/30,0.003
2014/05/31,0.006
2014/06/01,0.004
2014/06/02,-0.004
2014/06/03,0
2014/06/04,-0.002
2014/06/05,0.001
2014/06/06,0.003
2014/06/07,0.002
2014/06/08,0.002
2014/06/09,0.002
2014/06/10,0.001
2014/06/11,0
2014/06/12,-0.001
2014/06/13,-0.004
2014/06/14,-0.006
2014/06/15,-0.006
2014/06/16,-0.002
2014/06/17,-0.002
2014/06/18,0.001
2014/06/19,0.002
2014/06/20,0.003
2014/06/21,0.003
2014/06/22,0.004
2014/06/23,0.001
2014/06/24,0.001
2014/06/25,0.003
2014/06/26,0.007
2014/06/27,0.008
2014/06/28,0.013
2014/06/29,0.014
2014/06/30,0.014
2014/07/01,0.018
2014/07/02,0.021
2014/07/03,0.02
2014/07/04,0.018
2014/07/05,0.017
2014/07/06,0.018
2014/07/07,0.018
2014/07/08,0.017
2014/07/09,0.021
2014/07/10,0.021
2014/07/11,0.02
2014/07/12,0.022
2014/07/13,0.018
2014/07/14,0.013
2014/07/15,0.01
2014/07/16,0.011
2014/07/17,0.013
2014/07/18,0.013
2014/07/19,0.013
2014/07/20,0.012
2014/07/21,0.013
2014/07/22,0.013
2014/07/23,0.013
2014/07/24,0.014
2014/07/25,0.014
2014/07/26,0.014
2014/07/27,0.016
2014/07/28,0.014
2014/07/29,0.014
2014/07/30,0.012
2014/07/31,0.013
2014/08/01,0.015
2014/08/02,0.016
2014/08/03,0.015
2014/08/04,0.016
2014/08/05,0.015
2014/08/06,0.014
2014/08/07,0.014
2014/08/08,0.014
2014/08/09,0.014
2014/08/10,0.015
2014/08/11,0.015
2014/08/12,0.013
2014/08/13,0.011
2014/08/14,0.007
2014/08/15,0.006
2014/08/16,0.006
2014/08/17,0.006
2014/08/18,0.001
2014/08/19,-0.002
2014/08/20,-0.002
2014/08/21,-0.001
2014/08/22,-0.001
2014/08/23,-0.006
2014/08/24,-0.008
2014/08/25,-0.007
2014/08/26,-0.006
2014/08/27,-0.005
2014/08/28,-0.008
2014/08/29,-0.011
2014/08/30,-0.014
2014/08/31,-0.015
2014/09/01,-0.019
2014/09/02,-0.016
2014/09/03,-0.018
2014/09/04,-0.017
2014/09/05,-0.017
2014/09/06,-0.017
2014/09/07,-0.017
2014/09/08,-0.018
2014/09/09,-0.018
2014/09/10,-0.014
2014/09/11,-0.012
2014/09/12,-0.01
2014/09/13,-0.009
2014/09/14,-0.012
2014/09/15,-0.012
2014/09/16,-0.014
2014/09/17,-0.015
2014/09/18,-0.015
2014/09/19,-0.018
2014/09/20,-0.019
2014/09/21,-0.019
2014/09/22,-0.019
2014/09/23,-0.016
2014/09/24,-0.014
2014/09/25,-0.017
2014/09/26,-0.019
2014/09/27,-0.019
2014/09/28,-0.023
2014/09/29,-0.027
2014/09/30,-0.027
2014/10/01,-0.026
2014/10/02,-0.026
2014/10/03,-0.026
2014/10/04,-0.029
2014/10/05,-0.031
2014/10/06,-0.03
2014/10/07,-0.029
2014/10/08,-0.028
2014/10/09,-0.026
2014/10/10,-0.027
2014/10/11,-0.027
2014/10/12,-0.026
2014/10/13,-0.024
2014/10/14,-0.022
2014/10/15,-0.022
2014/10/16,-0.024
2014/10/17,-0.025
2014/10/18,-0.024
2014/10/19,-0.023
2014/10/20,-0.024
2014/10/21,-0.023
2014/10/22,-0.023
2014/10/23,-0.023
2014/10/24,-0.024
2014/10/25,-0.025
2014/10/26,-0.023
2014/10/27,-0.023
2014/10/28,-0.022
2014/10/29,-0.023
2014/10/30,-0.025
2014/10/31,-0.025
2014/11/01,-0.025
2014/11/02,-0.026
2014/11/03,-0.025
2014/11/04,-0.026
2014/11/05,-0.025
2014/11/06,-0.025
2014/11/07,-0.024
2014/11/08,-0.024
2014/11/09,-0.023
2014/11/10,-0.02
2014/11/11,-0.018
2014/11/12,-0.012
2014/11/13,-0.008
2014/11/14,-0.01
2014/11/15,-0.012
2014/11/16,-0.009
2014/11/17,-0.008
2014/11/18,-0.011
2014/11/19,-0.014
2014/11/20,-0.015
2014/11/21,-0.015
2014/11/22,-0.015
2014/11/23,-0.014
2014/11/24,-0.013
2014/11/25,-0.013
2014/11/26,-0.014
2014/11/27,-0.014
2014/11/28,-0.013
2014/11/29,-0.011
2014/11/30,-0.01
2014/12/01,-0.01
2014/12/02,-0.009
2014/12/03,-0.01
2014/12/04,-0.011
2014/12/05,-0.011
2014/12/06,-0.011
2014/12/07,-0.01
2014/12/08,-0.01
2014/12/09,-0.013
2014/12/10,-0.013
2014/12/11,-0.012
2014/12/12,-0.012
2014/12/13,-0.013
2014/12/14,-0.013
2014/12/15,-0.012
2014/12/16,-0.012
2014/12/17,-0.012
2014/12/18,-0.009
2014/12/19,-0.01
2014/12/20,-0.008
2014/12/21,-0.008
2014/12/22,-0.008
2014/12/23,-0.01
2014/12/24,-0.008
2014/12/25,-0.009
2014/12/26,-0.008
2014/12/27,-0.007
2014/12/28,-0.006
2014/12/29,-0.006
2014/12/30,-0.007
2014/12/31,-0.006
2015/01/01,-0.005
2015/01/02,-0.003
2015/01/03,-0.001
2015/01/04,-0.005
2015/01/05,-0.006
2015/01/06,-0.006
2015/01/07,-0.008
2015/01/08,-0.007
2015/01/09,-0.008
2015/01/10,-0.008
2015/01/11,-0.011
2015/01/12,-0.013
2015/01/13,-0.015
2015/01/14,-0.019
2015/01/15,-0.017
2015/01/16,-0.017
2015/01/17,-0.019
2015/01/18,-0.018
2015/01/19,-0.017
2015/01/20,-0.017
2015/01/21,-0.015
2015/01/22,-0.012
2015/01/23,-0.012
2015/01/24,-0.011
2015/01/25,-0.01
2015/01/26,-0.007
2015/01/27,-0.008
2015/01/28,-0.009
2015/01/29,-0.011
2015/01/30,-0.01
2015/01/31,-0.01
2015/02/01,-0.011
2015/02/02,-0.01
2015/02/03,-0.01
2015/02/04,-0.012
2015/02/05,-0.012
2015/02/06,-0.012
2015/02/07,-0.012
2015/02/08,-0.014
2015/02/09,-0.015
2015/02/10,-0.018
2015/02/11,-0.021
2015/02/12,-0.018
2015/02/13,-0.016
2015/02/14,-0.014
2015/02/15,-0.015
2015/02/16,-0.015
2015/02/17,-0.014
2015/02/18,-0.013
2015/02/19,-0.011
2015/02/20,-0.011
2015/02/21,-0.011
2015/02/22,-0.013
2015/02/23,-0.015
2015/02/24,-0.013
2015/02/25,-0.013
2015/02/26,-0.013
2015/02/27,-0.013
2015/02/28,-0.013
2015/03/01,-0.013
2015/03/02,-0.012
2015/03/03,-0.01
2015/03/04,-0.01
2015/03/05,-0.01
2015/03/06,-0.01
2015/03/07,-0.01
2015/03/08,-0.009
2015/03/09,-0.007
2015/03/10,-0.006
2015/03/11,-0.006
2015/03/12,-0.006
2015/03/13,-0.006
2015/03/14,-0.006
2015/03/15,-0.006
2015/03/16,-0.004
2015/03/17,-0.003
2015/03/18,-0.004
2015/03/19,-0.006
2015/03/20,-0.006
2015/03/21,-0.006
2015/03/22,-0.007
2015/03/23,-0.007
2015/03/24,-0.007
2015/03/25,-0.007
2015/03/26,-0.007
2015/03/27,-0.007
2015/03/28,-0.006
2015/03/29,-0.007
2015/03/30,-0.007
2015/03/31,-0.007
2015/04/01,-0.007
2015/04/02,-0.007
2015/04/03,-0.005
2015/04/04,-0.002
2015/04/05,-0.002
2015/04/06,-0.002
2015/04/07,-0.003
2015/04/08,-0.004
2015/04/09,-0.004
2015/04/10,-0.004
2015/04/11,-0.004
2015/04/12,-0.003
2015/04/13,-0.001
2015/04/14,0.002
2015/04/15,0.001
2015/04/16,0.001
2015/04/17,0.002
2015/04/18,0.002
2015/04/19,0.001
2015/04/20,0.001
2015/04/21,0.001
2015/04/22,0
2015/04/23,0
2015/04/24,-0.001
2015/04/25,-0.002
2015/04/26,-0.006
2015/04/27,-0.004
2015/04/28,-0.003
2015/04/29,-0.001
2015/04/30,0
2015/05/01,0.001
2015/05/02,0.002
2015/05/03,0.001
2015/05/04,0
2015/05/05,0.001
2015/05/06,0.001
2015/05/07,0.001
2015/05/08,0.001
2015/05/09,0.002
2015/05/10,0.002
2015/05/11,0.002
2015/05/12,0.002
2015/05/13,0.002
2015/05/14,0
2015/05/15,-0.001
2015/05/16,-0.001
2015/05/17,0
2015/05/18,0
2015/05/19,-0.001
2015/05/20,0
2015/05/21,-0.001
2015/05/22,-0.001
2015/05/23,0
2015/05/24,0
2015/05/25,0
2015/05/26,0
2015/05/27,0
2015/05/28,-0.001
2015/05/29,-0.002
2015/05/30,-0.002
2015/05/31,-0.003
2015/06/01,-0.005
2015/06/02,-0.005
2015/06/03,-0.004
2015/06/04,-0.005
2015/06/05,-0.005
2015/06/06,-0.005
2015/06/07,-0.006
2015/06/08,-0.007
2015/06/09,-0.006
2015/06/10,-0.007
2015/06/11,-0.006
2015/06/12,-0.005
2015/06/13,-0.005
2015/06/14,-0.006
2015/06/15,-0.005
2015/06/16,-0.003
2015/06/17,-0.001
2015/06/18,-0.001
2015/06/19,-0.001
2015/06/20,-0.002
2015/06/21,-0.002
2015/06/22,-0.001
2015/06/23,0
2015/06/24,-0.001
2015/06/25,0
2015/06/26,-0.001
2015/06/27,0
2015/06/28,0
2015/06/29,0.001
2015/06/30,0.002
2015/07/01,0.001
2015/07/02,0
2015/07/03,0
2015/07/04,0
2015/07/05,0.001
2015/07/06,0.029
2015/07/07,0.029
2015/07/08,0.029
2015/07/09,0.003
2015/07/10,0.005
2015/07/11,0.006
2015/07/12,0.007
2015/07/13,0.007
2015/07/14,0.012
2015/07/15,0.006
2015/07/16,0.006
2015/07/17,0.005
2015/07/18,0.005
2015/07/19,0.005
2015/07/20,0.005
2015/07/21,0.004
2015/07/22,0.004
2015/07/23,0.005
2015/07/24,0.005
2015/07/25,0.007
2015/07/26,0.007
2015/07/27,0.007
2015/07/28,0.007
2015/07/29,0.018
2015/07/30,0.009
2015/07/31,0.007
2015/08/01,0.004
2015/08/02,0.004
2015/08/03,0.005
2015/08/04,0.013
2015/08/05,0.01
2015/08/06,0.028
2015/08/07,0.004
2015/08/08,0.003
2015/08/09,0.002
2015/08/10,0.002
2015/08/11,0.002
2015/08/12,0.003
2015/08/13,0.003
2015/08/14,0.003
2015/08/15,0.003
2015/08/16,0.002
2015/08/17,0.002
2015/08/18,0.002
2015/08/19,0
2015/08/20,0
2015/08/21,-0.001
2015/08/22,-0.001
2015/08/23,-0.001
2015/08/24,-0.002
2015/08/25,-0.002
2015/08/26,-0.001
2015/08/27,-0.001
2015/08/28,-0.001
2015/08/29,0
2015/08/30,0
2015/08/31,0
2015/09/01,0
2015/09/02,0.023
2015/09/03,0
2015/09/04,0
2015/09/05,0.001
2015/09/06,0.001
2015/09/07,0.001
2015/09/08,0.001
2015/09/09,0.001
2015/09/10,0.001
2015/09/11,0.001
2015/09/12,0
2015/09/13,0
2015/09/14,-0.001
2015/09/15,-0.002
2015/09/16,-0.002
2015/09/17,-0.015
2015/09/18,-0.001
2015/09/19,-0.001
2015/09/20,-0.001
2015/09/21,-0.002
2015/09/22,-0.001
2015/09/23,-0.001
2015/09/24,-0.001
2015/09/25,-0.001
2015/09/26,-0.002
2015/09/27,-0.002
2015/09/28,-0.003
2015/09/29,-0.002
2015/09/30,-0.002
2015/10/01,-0.002
2015/10/02,-0.002
2015/10/03,-0.003
2015/10/04,-0.03
2015/10/05,-0.03
2015/10/06,-0.029
2015/10/07,-0.002
2015/10/08,-0.004
2015/10/09,-0.005
2015/10/10,-0.006
2015/10/11,-0.005
2015/10/12,-0.009
2015/10/13,-0.004
2015/10/14,-0.003
2015/10/15,-0.002
2015/10/16,-0.002
2015/10/17,-0.001
2015/10/18,-0.001
2015/10/19,-0.001
2015/10/20,-0.001
2015/10/21,-0.001
2015/10/22,-0.001
2015/10/23,-0.001
2015/10/24,-0.001
2015/10/25,0
2015/10/26,-0.001
2015/10/27,-0.012
2015/10/28,-0.002
2015/10/29,0.001
2015/10/30,0.004
2015/10/31,0.004
2015/11/01,0.003
2015/11/02,-0.003
2015/11/03,0.005
2015/11/04,-0.007
2015/11/05,0.012
2015/11/06,0.01
2015/11/07,0.012
2015/11/08,0.012
2015/11/09,0.011
2015/11/10,0.01
2015/11/11,0.005
2015/11/12,0.006
2015/11/13,0.007
2015/11/14,0.007
2015/11/15,0.007
2015/11/16,0.007
2015/11/17,0.01
2015/11/18,0.01
2015/11/19,0.01
2015/11/20,0.009
2015/11/21,0.01
2015/11/22,0.01
2015/11/23,0.011
2015/11/24,0.01
2015/11/25,0.01
2015/11/26,0.011
2015/11/27,0.013
2015/11/28,0.013
2015/11/29,0.013
2015/11/30,0.015
2015/12/01,-0.009
2015/12/02,0.013
2015/12/03,0.013
2015/12/04,0.013
2015/12/05,0.014
2015/12/06,0.015
2015/12/07,0.015
2015/12/08,0.015
2015/12/09,0.018
2015/12/10,0.018
2015/12/11,0.019
2015/12/12,0.02
2015/12/13,0.021
2015/12/14,0.021
2015/12/15,0.023
2015/12/16,0.036
2015/12/17,0.022
2015/12/18,0.023
2015/12/19,0.023
2015/12/20,0.023
2015/12/21,0.021
2015/12/22,0.021
2015/12/23,0.021
2015/12/24,0.022
2015/12/25,0.022
2015/12/26,0.02
2015/12/27,0.018
2015/12/28,0.019
2015/12/29,0.019
2015/12/30,0.019
2015/12/31,0.019
2016/01/01,0.019
2016/01/02,0.019
2016/01/03,0.019
2016/01/04,0.019
2016/01/05,0.019
2016/01/06,0.019
2016/01/07,0.02
2016/01/08,0.021
2016/01/09,0.02
2016/01/10,0.02
2016/01/11,0.02
2016/01/12,0.019
2016/01/13,0.017
2016/01/14,0.017
2016/01/15,0.013
2016/01/16,0.01
2016/01/17,0.012
2016/01/18,0.012
2016/01/19,0.012
2016/01/20,0.012
2016/01/21,0.014
2016/01/22,0.011
2016/01/23,0.01
2016/01/24,0.011
2016/01/25,0.01
2016/01/26,0.009
2016/01/27,0.008
2016/01/28,0.006
2016/01/29,0.005
2016/01/30,0.006
2016/01/31,0.004
2016/02/01,-0.001
2016/02/02,-0.007
2016/02/03,-0.003
2016/02/04,0.001
2016/02/05,0
2016/02/06,0
2016/02/07,0
2016/02/08,0.001
2016/02/09,0.006
2016/02/10,0.005
2016/02/11,0.005
2016/02/12,0.005
2016/02/13,0.006
2016/02/14,0.008
2016/02/15,0.007
2016/02/16,0.007
2016/02/17,0.008
2016/02/18,0.01
2016/02/19,0.01
2016/02/20,0.011
2016/02/21,0.012
2016/02/22,0.012
2016/02/23,0.011
2016/02/24,0.008
2016/02/25,0.007
2016/02/26,0.007
2016/02/27,0.007
2016/02/28,0.005
2016/02/29,0.007
2016/03/01,0.008
2016/03/02,0.007
2016/03/03,0.006
2016/03/04,0.01
2016/03/05,0.014
2016/03/06,0.006
2016/03/07,0.006
2016/03/08,0
2016/03/09,0
2016/03/10,-0.002
2016/03/11,-0.001
2016/03/12,-0.002
2016/03/13,-0.003
2016/03/14,-0.004
2016/03/15,-0.004
2016/03/16,-0.003
2016/03/17,-0.004
2016/03/18,-0.005
2016/03/19,-0.005
2016/03/20,-0.003
2016/03/21,-0.003
2016/03/22,-0.003
2016/03/23,-0.004
2016/03/24,-0.004
2016/03/25,-0.001
2016/03/26,0
2016/03/27,0
2016/03/28,0
2016/03/29,-0.001
2016/03/30,-0.001
2016/03/31,-0.002
2016/04/01,-0.002
2016/04/02,-0.001
2016/04/03,-0.001
2016/04/04,-0.001
2016/04/05,-0.001
2016/04/06,-0.003
2016/04/07,-0.003
2016/04/08,-0.003
2016/04/09,-0.003
2016/04/10,-0.003
2016/04/11,-0.003
2016/04/12,0
2016/04/13,-0.001
2016/04/14,0.002
2016/04/15,0.006
2016/04/16,0.005
2016/04/17,0.004
2016/04/18,0.004
2016/04/19,0.004
2016/04/20,0.002
2016/04/21,0.005
2016/04/22,0.006
2016/04/23,0.005
2016/04/24,0.006
2016/04/25,0.006
2016/04/26,0.007
2016/04/27,0.007
2016/04/28,0.007
2016/04/29,0.007
2016/04/30,0.007
2016/05/01,0.008
2016/05/02,0.007
2016/05/03,0.007
2016/05/04,0.007
2016/05/05,0.006
2016/05/06,0.007
2016/05/07,0.008
2016/05/08,0.008
2016/05/09,0.008
2016/05/10,0.008
2016/05/11,0.007
2016/05/12,0.007
2016/05/13,0.006
2016/05/14,0.006
2016/05/15,0.005
2016/05/16,0.005
2016/05/17,0.008
2016/05/18,0.007
2016/05/19,0.01
2016/05/20,0.008
2016/05/21,0.004
2016/05/22,0.002
2016/05/23,0.003
2016/05/24,0.005
2016/05/25,0.01
2016/05/26,0.01
2016/05/27,0.021
2016/05/28,0.022
2016/05/29,0.021
2016/05/30,0.018
2016/05/31,0.019
2016/06/01,0.02
2016/06/02,0.017
2016/06/03,0.011
2016/06/04,0.015
2016/06/05,0.016
2016/06/06,0.02
2016/06/07,0.02
2016/06/08,0.02
2016/06/09,0.02
2016/06/10,0.02
2016/06/11,0.019
2016/06/12,0.022
2016/06/13,0.032
2016/06/14,0.061
2016/06/15,0.08
2016/06/16,0.076
2016/06/17,0.078
2016/06/18,0.078
2016/06/19,0.095
2016/06/20,0.094
2016/06/21,0.054
2016/06/22,0.074
2016/06/23,0.053
2016/06/24,0.071
2016/06/25,0.065
2016/06/26,0.058
2016/06/27,0.054
2016/06/28,0.047
2016/06/29,0.044
2016/06/30,0.047
2016/07/01,0.049
2016/07/02,0.051
2016/07/03,0.046
2016/07/04,0.043
2016/07/05,0.045
2016/07/06,0.046
2016/07/07,0.043
2016/07/08,0.043
2016/07/09,0.045
2016/07/10,0.042
2016/07/11,0.044
2016/07/12,0.036
2016/07/13,0.046
2016/07/14,0.043
2016/07/15,0.044
2016/07/16,0.042
2016/07/17,0.043
2016/07/18,0.049
2016/07/19,0.047
2016/07/20,0.046
2016/07/21,0.046
2016/07/22,0.06
2016/07/23,0.058
2016/07/24,0.048
2016/07/25,0.057
2016/07/26,0.057
2016/07/27,0.069
2016/07/28,0.06
2016/07/29,0.068
2016/07/30,0.077
2016/07/31,0.083
2016/08/01,0.068
2016/08/02,0.074
2016/08/03,0.054
2016/08/04,0.058
2016/08/05,0.048
2016/08/06,0.032
2016/08/07,0.06
2016/08/08,0.065
2016/08/09,0.068
2016/08/10,0.067
2016/08/11,0.073
2016/08/12,0.062
2016/08/13,0.053
2016/08/14,0.059
2016/08/15,0.054
2016/08/16,0.063
2016/08/17,0.052
2016/08/18,0.053
2016/08/19,0.067
2016/08/20,0.061
2016/08/21,0.05
2016/08/22,0.052
2016/08/23,0.054
2016/08/24,0.053
2016/08/25,0.043
2016/08/26,0.039
2016/08/27,0.026
2016/08/28,0.028
2016/08/29,0.039
2016/08/30,0.042
2016/08/31,0.027
2016/09/01,0.038
2016/09/02,0.033
2016/09/03,0.025
2016/09/04,0.021
2016/09/05,0.034
2016/09/06,0.033
2016/09/07,0.034
2016/09/08,0.032
2016/09/09,0.048
2016/09/10,0.03
2016/09/11,0.019
2016/09/12,-0.012
2016/09/13,-0.012
2016/09/14,-0.026
2016/09/15,-0.023
2016/09/16,-0.011
2016/09/17,-0.041
2016/09/18,-0.039
2016/09/19,0.013
2016/09/20,-0.006
2016/09/21,0.011
2016/09/22,-0.007
2016/09/23,-0.011
2016/09/24,0.009
2016/09/25,-0.005
2016/09/26,0.003
2016/09/27,0.005
2016/09/28,0.007
2016/09/29,0.005
2016/09/30,0.003
2016/10/01,0.009
2016/10/02,0.011
2016/10/03,0.01
2016/10/04,0.008
2016/10/05,0.014
2016/10/06,0.012
2016/10/07,0.01
2016/10/08,0.013
2016/10/09,0.011
2016/10/10,0.037
2016/10/11,0.026
2016/10/12,0.023
2016/10/13,0.014
2016/10/14,0.016
2016/10/15,0.018
2016/10/16,0.024
2016/10/17,0.029
2016/10/18,0.022
2016/10/19,0.024
2016/10/20,0.022
2016/10/21,0.015
2016/10/22,0.022
2016/10/23,0.012
2016/10/24,0.015
2016/10/25,0.018
2016/10/26,0.038
2016/10/27,0.023
2016/10/28,0.019
2016/10/29,0.014
2016/10/30,0.02
2016/10/31,0.008
2016/11/01,0.029
2016/11/02,0.022
2016/11/03,0.028
2016/11/04,0.059
2016/11/05,0.019
2016/11/06,0.018
2016/11/07,0.014
2016/11/08,0.001
2016/11/09,0.002
2016/11/10,0.006
2016/11/11,0.012
2016/11/12,0.008
2016/11/13,0.007
2016/11/14,-0.001
2016/11/15,0.008
2016/11/16,0.008
2016/11/17,0.011
2016/11/18,0.016
2016/11/19,0.026
2016/11/20,0.033
2016/11/21,0.041
2016/11/22,0.048
2016/11/23,0.042
2016/11/24,0.048
2016/11/25,0.056
2016/11/26,0.058
2016/11/27,0.045
2016/11/28,0.042
2016/11/29,0.056
2016/11/30,0.045
2016/12/01,0.058
2016/12/02,0.071
2016/12/03,0.07
2016/12/04,0.057
2016/12/05,0.058
2016/12/06,0.06
2016/12/07,0.059
2016/12/08,0.046
2016/12/09,0.06
2016/12/10,0.061
2016/12/11,0.053
2016/12/12,0.037
2016/12/13,0.064
2016/12/14,0.059
2016/12/15,0.05
2016/12/16,0.064
2016/12/17,0.061
2016/12/18,0.048
2016/12/19,0.048
2016/12/20,0.053
2016/12/21,0.056
2016/12/22,0.075
2016/12/23,0.058
2016/12/24,0.089
2016/12/25,0.067
2016/12/26,0.088
2016/12/27,0.087
2016/12/28,0.094
2016/12/29,0.097
2016/12/30,0.093
2016/12/31,0.078
2017/01/01,0.078
2017/01/02,0.107
2017/01/03,0.104
2017/01/04,0.146
2017/01/05,0.139
2017/01/06,0.112
2017/01/07,0.098
2017/01/08,0.069
2017/01/09,0.087
2017/01/10,0.095
2017/01/11,0.091
2017/01/12,0.076
2017/01/13,0.078
2017/01/14,0.052
2017/01/15,0.045
2017/01/16,0.066
2017/01/17,0.083
2017/01/18,0.074
2017/01/19,0.075
2017/01/20,0.067
2017/01/21,0.07
2017/01/22,0.069
2017/01/23,0.085
2017/01/24,0.084
2017/01/25,0.081
2017/01/26,0.074
2017/01/27,0.069
2017/01/28,0.088
2017/01/29,0.096
2017/01/30,0.113
2017/01/31,0.15
2017/02/01,0.124
2017/02/02,0.16
2017/02/03,0.187
2017/02/04,0.161
2017/02/05,0.163
2017/02/06,0.233
2017/02/07,0.202
2017/02/08,0.219
2017/02/09,0.207
2017/02/10,0.19
2017/02/11,0.181
2017/02/12,0.16
2017/02/13,0.163
2017/02/14,0.175
2017/02/15,0.176
2017/02/16,0.218
2017/02/17,0.213
2017/02/18,0.202
2017/02/19,0.185
2017/02/20,0.186
2017/02/21,0.231
2017/02/22,0.301
2017/02/23,0.33
2017/02/24,0.332
2017/02/25,0.274
2017/02/26,0.273
2017/02/27,0.373
2017/02/28,0.387
2017/03/01,0.393
2017/03/02,0.403
2017/03/03,0.478
2017/03/04,0.463
2017/03/05,0.417
2017/03/06,0.486
2017/03/07,0.474
2017/03/08,0.398
2017/03/09,0.393
2017/03/10,0.443
2017/03/11,0.425
2017/03/12,0.432
2017/03/13,0.455
2017/03/14,0.461
2017/03/15,0.462
2017/03/16,0.446
2017/03/17,0.405
2017/03/18,0.359
2017/03/19,0.346
2017/03/20,0.361
2017/03/21,0.382
2017/03/22,0.358
2017/03/23,0.352
2017/03/24,0.317
2017/03/25,0.265
2017/03/26,0.258
2017/03/27,0.271
2017/03/28,0.282
2017/03/29,0.272
2017/03/30,0.232
2017/03/31,0.3
2017/04/01,0.265
2017/04/02,0.232
2017/04/03,0.251
2017/04/04,0.222
2017/04/05,0.224
2017/04/06,0.269
2017/04/07,0.298
2017/04/08,0.253
2017/04/09,0.23
2017/04/10,0.28
2017/04/11,0.302
2017/04/12,0.325
2017/04/13,0.315
2017/04/14,0.365
2017/04/15,0.312
2017/04/16,0.257
2017/04/17,0.287
2017/04/18,0.302
2017/04/19,0.302
2017/04/20,0.375
2017/04/21,0.331
2017/04/22,0.308
2017/04/23,0.294
2017/04/24,0.339
2017/04/25,0.417
2017/04/26,0.376
2017/04/27,0.443
2017/04/28,0.439
2017/04/29,0.377
2017/04/30,0.359
2017/05/01,0.4
2017/05/02,0.452
2017/05/03,0.434
2017/05/04,0.453
2017/05/05,0.543
2017/05/06,0.463
2017/05/07,0.414
2017/05/08,0.478
2017/05/09,0.563
2017/05/10,0.616
2017/05/11,0.674
2017/05/12,0.763
2017/05/13,0.628
2017/05/14,0.588
2017/05/15,0.72
2017/05/16,0.724
2017/05/17,1.27
2017/05/18,1.134
2017/05/19,1.193
2017/05/20,0.962
2017/05/21,0.997
2017/05/22,1.246
2017/05/23,1.214
2017/05/24,1.525
2017/05/25,1.68
2017/05/26,1.713
2017/05/27,1.43
2017/05/28,1.184
2017/05/29,1.426
2017/05/30,1.515
2017/05/31,1.581
2017/06/01,1.8
2017/06/02,1.841
2017/06/03,1.689
2017/06/04,1.742
2017/06/05,1.932
2017/06/06,2.397
2017/06/07,2.447
2017/06/08,2.116
2017/06/09,2.333
2017/06/10,2.148
2017/06/11,1.942
2017/06/12,2.022
2017/06/13,2.094
2017/06/14,2.007
2017/06/15,1.535
2017/06/16,1.614
2017/06/17,1.596
2017/06/18,1.523
2017/06/19,1.649
2017/06/20,1.8
2017/06/21,1.853
2017/06/22,2.086
2017/06/23,1.795
2017/06/24,1.849
2017/06/25,1.658
2017/06/26,1.699
2017/06/27,1.653
2017/06/28,1.796
2017/06/29,1.762
2017/06/30,1.706
2017/07/01,1.336
2017/07/02,1.194
2017/07/03,1.36
2017/07/04,1.417
2017/07/05,1.167
2017/07/06,1.256
2017/07/07,1.17
2017/07/08,0.858
2017/07/09,0.86
2017/07/10,0.835
2017/07/11,0.669
2017/07/12,0.673
2017/07/13,0.755
2017/07/14,0.893
2017/07/15,0.694
2017/07/16,0.472
2017/07/17,0.512
2017/07/18,0.609
2017/07/19,0.585
2017/07/20,0.707
2017/07/21,0.844
2017/07/22,0.804
2017/07/23,0.561
2017/07/24,0.464
2017/07/25,0.541
2017/07/26,0.37
2017/07/27,0.3
2017/07/28,0.427
2017/07/29,0.33
2017/07/30,0.316
2017/07/31,0.676
2017/08/01,-0.021
2017/08/02,0.005
2017/08/03,0.002
2017/08/04,0.028
2017/08/05,0.102
2017/08/06,0.077
2017/08/07,0.025
2017/08/08,0.113
2017/08/09,0.054
2017/08/10,0.266
2017/08/11,0.678
2017/08/12,0.918
2017/08/13,0.82
2017/08/14,1.351
2017/08/15,1.135
2017/08/16,1.551
2017/08/17,1.339
2017/08/18,1.674
2017/08/19,1.243
2017/08/20,0.997
2017/08/21,1.262
2017/08/22,1.801
2017/08/23,1.997
2017/08/24,2.676
2017/08/25,3.198
2017/08/26,3.172
2017/08/27,1.786
2017/08/28,2.272
2017/08/29,2.405
2017/08/30,1.719
2017/08/31,1.772
2017/09/01,1.978
2017/09/02,1.33
2017/09/03,0.572
2017/09/04,0.32
2017/09/05,-0.186
2017/09/06,0.048
2017/09/07,-0.389
2017/09/08,-0.879
2017/09/09,-0.793
2017/09/10,-0.965
2017/09/11,-0.986
2017/09/12,-1.165
